filename,formula,n_atoms,volume_A3,Ef,Eg
mp-1013734.cif,Ba3AsN,5,165.251,-0.7428217785000001,0.0
mp-1013737.cif,Ba3SbP,5,228.455,-0.8819724669285711,0.299199999999999
mp-1013738.cif,Ca3SbAs,5,190.109,-0.46732404549999906,0.0
mp-10139.cif,Sc3SnB,5,100.802,-0.6759556734999991,0.0
mp-10140.cif,Sc3TlB,5,103.177,-0.418380284944441,0.0
mp-1016819.cif,HfZnO3,5,67.75,-2.441217454999999,0.0
mp-1016820.cif,MgSnO3,5,65.219,-1.866468146999999,1.308399999999999
mp-1016821.cif,BaSiO3,5,56.488,-2.842744940999999,0.9473
mp-1016823.cif,BaGeO3,5,63.063,-2.463637802000001,0.0
mp-1016825.cif,HfMgO3,5,67.541,-3.037705825999999,1.1738
mp-1016826.cif,MgIrO3,5,60.299,-1.188034025999999,0.0
mp-1016827.cif,MgGeO3,5,51.403,-2.040783233,1.5499
mp-1016828.cif,CdIrO3,5,61.778,-0.8317978289999991,0.0
mp-1016829.cif,MgRuO3,5,58.562,-1.455940119999999,0.0
mp-1016830.cif,MgTiO3,5,56.733,-2.907458666666667,1.909799999999999
mp-1016831.cif,HgIrO3,5,62.426,-0.6086466195000011,0.0
mp-1016833.cif,CaRhO3,5,61.827,-1.835723820999999,0.0
mp-1016835.cif,CaRuO3,5,60.677,-2.061455217,0.0
mp-1016836.cif,ZnOsO3,5,59.177,-0.9592664469999991,0.0
mp-1016837.cif,SnHgO3,5,67.992,-1.179672492500001,0.0
mp-1016840.cif,HgOsO3,5,61.847,-0.8511533195000011,0.0
mp-1016841.cif,HfHgO3,5,70.074,-2.3668584595,0.0
mp-1016842.cif,TiHgO3,5,60.297,-2.118964534166668,0.0
mp-1016843.cif,MgOsO3,5,60.088,-1.372708153999999,0.0
mp-1016845.cif,ZrCdO3,5,71.964,-2.481755602999999,0.0
mp-1016846.cif,TiCdO3,5,58.727,-2.4732249276666662,0.0
mp-1016848.cif,SrIrO3,5,63.906,-1.8921271650000002,0.0
mp-1016849.cif,CdRuO3,5,60.616,-1.0791255770000001,0.0
mp-1016850.cif,BaRhO3,5,68.642,-1.914429825,0.0
mp-1016851.cif,HgRuO3,5,61.365,-0.8271473795000011,0.0
mp-1016852.cif,BaMnO3,5,65.612,-2.356205420586207,0.0
mp-1016853.cif,CaVO3,5,56.2,-2.831268961,0.0
mp-1016854.cif,MnCdO3,5,55.427,-1.411691312586207,0.0
mp-1016871.cif,ZrHgO3,5,73.298,-2.192400905500001,0.0
mp-1016872.cif,CaIrO3,5,61.793,-1.795396682999999,0.0
mp-1016873.cif,CaHfO3,5,67.271,-3.660851149000001,3.6612
mp-1016874.cif,SiHgO3,5,49.222,-1.720048743500001,0.0
mp-1016875.cif,CdRhO3,5,61.704,-0.8457294909999991,0.0
mp-1016876.cif,ZnSiO3,5,44.446,-2.114321977000001,0.0
mp-1016877.cif,HgRhO3,5,62.604,-0.5760463775000011,0.0
mp-1016879.cif,CdSiO3,5,47.435,-2.161102249,0.6505999999999991
mp-1016880.cif,ZnRhO3,5,58.922,-0.685322464999999,0.0
mp-1016881.cif,CdSnO3,5,66.795,-1.4914406139999992,0.0
mp-1016882.cif,CdOsO3,5,61.3,-1.034996828999999,0.0
mp-1016883.cif,ZrZnO3,5,71.116,-2.246558206999999,0.0
mp-1016884.cif,CaGeO3,5,54.149,-2.579209943999999,0.5017
mp-1016886.cif,MgVO3,5,53.977,-2.258337826,0.0
mp-1016900.cif,CaOsO3,5,61.731,-1.976540853,0.0
mp-1016902.cif,ZnSnO3,5,65.397,-1.267944153999999,0.0
mp-1016903.cif,CdGeO3,5,54.117,-1.555840297999999,0.10220000000000001
mp-1016904.cif,VCdO3,5,56.629,-1.7858313570000002,0.0
mp-1016926.cif,ZnIrO3,5,59.64,-0.7099510830000001,0.0
mp-1016927.cif,TiZnO3,5,56.76,-2.284075239666666,0.0
mp-1016928.cif,MgSiO3,5,43.883,-2.763782162,2.9292
mp-1016929.cif,MgRhO3,5,59.329,-1.229798679999999,0.0
mp-1016930.cif,ZnGeO3,5,51.56,-1.410527672,0.0
mp-1016931.cif,VZnO3,5,54.026,-1.6803501710000002,0.0
mp-1016932.cif,MnZnO3,5,52.262,-1.258271146586206,0.0
mp-1016938.cif,VHgO3,5,57.709,-1.500489613500001,0.0
mp-1016999.cif,SrGeO3,5,57.37,-2.593071166,0.0
mp-1017000.cif,MgZrO3,5,70.615,-2.835932366,1.0257
mp-1017439.cif,SrSiO3,5,50.608,-3.116950543,2.383099999999999
mp-1017441.cif,SrRhO3,5,64.215,-1.928895577,0.0
mp-1017446.cif,HfCdO3,5,68.826,-2.670019158999999,0.0
mp-1017447.cif,HgGeO3,5,55.757,-1.172762238500001,0.0
mp-1017465.cif,BaVO3,5,63.163,-2.790472743000001,0.0
mp-1017466.cif,SrMnO3,20,231.649,-2.450037027586207,0.0
mp-1017467.cif,CaMnO3,5,54.946,-2.418963380586207,0.0
mp-10175.cif,KCdF3,5,84.148,-2.6754186824499993,3.1006
mp-1017553.cif,CdCo3N,5,57.291,-0.020277590999999002,0.0
mp-1017554.cif,CdNi3N,5,55.81,-0.10067525574999901,0.0
mp-1017555.cif,CsBeF3,5,65.711,-2.741533069931034,5.367100000000001
mp-1017556.cif,CuNi3N,5,50.74,-0.027755303750001,0.0
mp-1017557.cif,Dy3AlN,5,107.235,-1.087709248749999,0.0
mp-1017558.cif,Er3AlN,5,102.931,-1.104468587749997,0.0
mp-1017563.cif,GaPt3C,5,74.427,0.34905123950000005,0.0
mp-1017566.cif,GePbO3,5,58.793,-1.711472209999999,0.0
mp-1017577.cif,Ho3AlN,5,105.122,-1.098518032749999,0.0
mp-1017578.cif,HfBRh3,5,68.682,-0.8244594524999961,0.0
mp-1017580.cif,KMgH3,5,87.284,0.7029927288000001,0.0
mp-1017581.cif,LaPd3C,5,84.309,-0.19229244450000302,0.0
mp-1017582.cif,LaPt3C,5,85.579,-0.321448439096474,0.0
mp-1017591.cif,BaRuO3,5,67.105,-2.121449641,0.0
mp-1017626.cif,LiCaF3,5,53.21,-3.621491487333331,6.5153
mp-1017627.cif,Lu3AlN,5,97.536,-1.131227487749998,0.0
mp-1017629.cif,MgNiH3,5,36.395,-0.25184801374999904,0.0
mp-1017631.cif,ScBPd3,5,75.953,-0.55840895335715,0.0
mp-1017632.cif,Ni3SnN,5,59.709,-0.073574104,0.0
mp-10185.cif,Mg3ZnC,5,85.587,0.19325624199999902,0.0
mp-1018627.cif,ScBPt3,5,77.426,-0.636092646833331,0.0
mp-1018628.cif,ScPt3C,5,76.605,-0.17750874799999902,0.0
mp-1018629.cif,YPd3C,5,79.488,-0.24232362300000002,0.0
mp-1018633.cif,LaBPt3,5,86.992,-0.7832506594999981,0.0
mp-1018635.cif,ScPd3C,5,74.745,-0.190229454499996,0.0
mp-1018636.cif,SnPd3C,5,76.921,0.13907463050000501,0.0
mp-1018638.cif,Tb3AlN,5,109.414,-1.07354821175,0.0
mp-1018639.cif,TiSnO3,5,61.664,-2.5965887846666673,1.0452
mp-1018641.cif,Tm3AlN,5,101.022,-1.124935117750001,0.0
mp-1018643.cif,YBPd3,5,80.904,-0.6827228513308651,0.0
mp-1018644.cif,YBPt3,5,82.003,-0.8788740581777741,0.0
mp-1018645.cif,YPt3C,5,80.867,-0.253258834999998,0.0
mp-1018646.cif,YbH3Pd,5,48.43,-0.43531103825000006,0.0
mp-1018647.cif,YbNiH3,5,40.918,-0.48139910224999904,0.0
mp-1019544.cif,BaZrO3,10,149.381,-3.639240691,3.1163
mp-1019598.cif,CeGaO3,20,241.534,-2.996158735499999,0.0
mp-10198.cif,Mn3PdN,5,61.296,-0.300649559758619,0.0
mp-1021504.cif,Ba2NbFeO6,20,277.267,-2.895553720499999,1.455
mp-1021667.cif,IClO3,5,71.057,0.041897825999999,0.0
mp-1022733.cif,Ba2NbFeO6,30,430.528,-2.877411684666667,1.690799999999999
mp-1022808.cif,Ba2NbFeO6,40,570.719,-2.8732552360000003,1.349799999999999
mp-1023129.cif,KCuCl3,5,110.457,-1.260361290249999,0.0
mp-10250.cif,BaLiF3,5,63.453,-3.741441043666666,6.564299999999999
mp-1025273.cif,Cs2YbH4,7,153.001,-0.309177155714286,2.9141999999999992
mp-1025334.cif,Cs2TmH4,7,156.733,-0.297166051609195,0.0
mp-10266.cif,ZnFe3C,5,53.706,0.012593363000000002,0.0
mp-10270.cif,ScCo3C,5,54.05,-0.146587398999999,0.0
mp-10271.cif,ZnCo3C,5,51.768,0.10896379500000102,0.0
mp-10274.cif,Er3GaC,5,144.963,1.187056575500001,0.0
mp-10275.cif,Er3InC,5,169.453,1.6102095256666682,0.0
mp-10279.cif,Ho3GaC,5,146.734,1.197182022500003,0.0
mp-10280.cif,Nd3GaC,5,166.641,1.098889661191665,0.0
mp-10301.cif,Sr2ScIrO6,10,128.13,-2.806069953499994,0.0
mp-10302.cif,Ba2ScIrO6,10,139.644,-2.7803704155,0.0
mp-10320.cif,La2MgRhO6,20,253.656,-2.943168876,0.0
mp-10321.cif,La2ZnRhO6,20,257.618,-2.662992525999999,0.0
mp-10335.cif,Ba2CuTeO6,10,136.883,-2.159168554666666,0.0
mp-10339.cif,SrNbO3,20,266.95,-3.180447969,0.0
mp-10344.cif,Ba2PrNbO6,20,330.697,-3.354416347166667,2.9791
mp-10349.cif,Na2SnTeO6,20,239.215,-1.860587601942529,1.243299999999999
mp-10351.cif,Tm3GaC,5,142.684,1.044850077999981,0.0
mp-10356.cif,Ho3InC,5,171.869,1.61326020666667,0.0
mp-10373.cif,Cr3PdN,5,56.62,-0.258863485749992,0.0
mp-10374.cif,Cr3PtN,5,59.932,-0.30180105374999705,0.0
mp-10376.cif,Cr3SnN,5,61.018,-0.17382662541666302,0.0
mp-1040455.cif,H4PbI3N,9,258.317,-0.6336596627777771,2.7535
mp-1040464.cif,NaOsO3,5,58.261,-1.6154962292758621,0.0
mp-1040467.cif,RbOsO3,5,62.765,-1.5202451825,0.0
mp-1040469.cif,KMoO3,5,64.232,-2.04255605245,0.0
mp-1040471.cif,NaMoO3,5,61.578,-2.014921025275862,0.0
mp-1040472.cif,KWO3,5,64.827,-2.13368859445,0.0
mp-1040903.cif,CaLaCrCuO6,20,233.412,-2.349197335999998,0.0
mp-1041195.cif,CaHoCr2O6,20,222.587,-2.9045832195,0.0
mp-1041207.cif,CaHo(CoO3)2,20,217.516,-2.268512034499998,0.0
mp-1041214.cif,CaHo(FeO3)2,20,226.612,-2.550745396499999,0.0
mp-1041222.cif,CaHoV2O6,20,228.175,-3.121268677499999,1.1093
mp-1041234.cif,CaHo(NiO3)2,20,215.056,-2.039905500499999,0.0
mp-1042216.cif,Ca(BiO2)2,14,248.929,-2.117787057142857,1.7595
mp-1042238.cif,Mg(BiO2)2,14,220.639,-1.994095265714285,2.0669
mp-1042270.cif,Zn(BiO2)2,14,222.794,-1.615806477142857,1.704899999999999
mp-10429.cif,LaYO3,20,311.943,-3.8749824815,4.3416000000000015
mp-1043124.cif,CaFe4(CuO4)3,20,205.688,-1.5190555345,0.0
mp-1043825.cif,CaLaTiFeO6,40,480.156,-3.200547504833333,0.0
mp-1043865.cif,LaMnZnFeO6,20,223.869,-2.256264304793103,1.3325
mp-1043874.cif,CaLaFeNiO6,20,230.452,-2.352552896,0.0
mp-1043894.cif,CaLaFeCoO6,20,232.859,-2.399504409000001,0.0
mp-1043895.cif,CaLaCrFeO6,20,234.762,-2.736746545499998,0.0
mp-1043900.cif,CaLa(FeO3)2,20,238.222,-2.539938195500001,0.0
mp-1043903.cif,CaLaFeCuO6,20,232.712,-2.3123060945000002,0.0
mp-1043921.cif,LaZn(FeO3)2,20,228.273,-2.0947431885,0.0
mp-1043924.cif,CaLaVFeO6,20,238.89,-2.888186702,0.0
mp-1043948.cif,CaLaFeSnO6,20,255.429,-2.7409960554999993,2.8007
mp-1043970.cif,CaLaTaFeO6,20,259.723,-3.217203053733333,1.897199999999999
mp-1043996.cif,LaMgMnFeO6,20,223.156,-2.531362042793103,1.412399999999999
mp-1044000.cif,CaLaFeMoO6,20,252.525,-2.712180774,1.218599999999999
mp-1044021.cif,LaZnCrFeO6,20,226.261,-2.2860955825,0.868599999999999
mp-1044026.cif,LaZnFeNiO6,20,221.912,-1.890760947000001,0.0
mp-1044092.cif,PrMgTi2O6,20,228.429,-3.408052724333333,0.0
mp-1044426.cif,CaPrTi2O6,20,239.376,-3.585082267833333,0.0
mp-1044464.cif,CaPr(CuO3)2,20,226.943,-2.080386874166666,0.0
mp-1044485.cif,PrTi2ZnO6,20,234.289,-3.145793748333334,0.0
mp-1044723.cif,CaPrCr2O6,20,230.535,-2.855696057166667,0.0
mp-1044725.cif,CaPrV2O6,20,236.902,-3.055043548166668,0.0
mp-1044733.cif,CaPr(NiO3)2,20,223.616,-2.096811694166668,0.0
mp-1044741.cif,CaPr(CoO3)2,20,226.405,-2.231611039166665,0.0
mp-1044753.cif,PrZnCr2O6,20,222.44,-2.422205162166667,0.0
mp-1044762.cif,PrV2ZnO6,20,231.129,-2.6422929896666663,0.0317
mp-1044765.cif,PrMn2ZnO6,20,222.767,-2.300638172752873,0.0
mp-1044777.cif,PrZn(FeO3)2,20,225.747,-2.064769978666667,0.0
mp-1044883.cif,LaMgTiCrO6,20,227.94,-3.102801884833333,0.0
mp-1044923.cif,LaMgMnCrO6,20,212.48,-2.677308482293102,1.120099999999999
mp-1044928.cif,LaMgCr2O6,20,223.275,-2.7260836299999998,0.0
mp-1044931.cif,LaVZnCrO6,20,226.771,-2.5164239515,1.4535
mp-1044950.cif,LaTiZnCrO6,20,230.904,-2.8346710178333323,2.489899999999999
mp-1045305.cif,CaMoO3,20,251.896,-2.609682926999999,1.1411
mp-1047496.cif,Ca2YCoO5,18,239.181,-2.7992168305555563,0.6779000000000001
mp-1048846.cif,CaLaCrSbO6,20,262.873,-2.673728267,0.652899999999999
mp-1048852.cif,CaLaCr2O6,20,232.752,-2.905918001,0.744899999999999
mp-1048855.cif,CaLaVCrO6,20,235.821,-3.060737934499999,1.5655000000000001
mp-1048863.cif,CaLaCrMoO6,20,249.297,-2.893946270500001,1.5053
mp-1048899.cif,CaLaCrCoO6,20,234.44,-2.508303185,0.0
mp-1048901.cif,CaLaCrNiO6,20,232.223,-2.5403615084999993,0.6463000000000001
mp-1048919.cif,CaLaCrSnO6,20,253.521,-2.907153161,2.897500000000001
mp-1048921.cif,CaLaCrWO6,20,251.712,-2.890700132,1.852599999999999
mp-1049220.cif,LaZnCrCoO6,20,223.022,-1.959093946,0.0
mp-1049221.cif,LaZnCr2O6,20,224.679,-2.4526125945,0.0
mp-1049223.cif,LaZnCrSbO6,20,250.501,-2.165917507999999,0.0
mp-1049231.cif,LaMnZnCrO6,20,222.963,-2.396239134293103,1.0541
mp-1049240.cif,LaZnCrMoO6,20,241.636,-2.440984663000001,0.0
mp-1049246.cif,LaZnCrWO6,20,244.624,-2.440694418499999,1.9409
mp-1049271.cif,CaLaMnCrO6,20,231.076,-2.855768193293104,0.0
mp-1049276.cif,HoTi2ZnO6,20,221.344,-3.195797315666667,0.0
mp-1049290.cif,CaHoTi2O6,20,230.401,-3.621314977166666,0.0
mp-10554.cif,Ca3TlN,5,121.569,-0.7596014077500001,0.0
mp-1055491.cif,RbAgF3,5,82.168,-2.129714515833333,0.0
mp-10584.cif,Ba2LiOsO6,10,138.316,-2.442012323333333,0.0
mp-10600.cif,La3AlC,5,141.025,-0.283068273499998,0.0
mp-10601.cif,Y3GaC,5,114.387,-0.45215557450000105,0.0
mp-10602.cif,Sm3GaC,5,125.162,-0.437840539000004,0.0
mp-10606.cif,Sm3TlC,5,128.183,-0.338132242666669,0.0
mp-10607.cif,Lu3TlC,5,106.906,-0.524768511666668,0.0
mp-10608.cif,Y3SnC,5,116.709,-0.631686528000001,0.0
mp-10609.cif,Lu3SnC,5,105.704,-0.668651213999996,0.0
mp-10611.cif,La3PbC,5,143.809,-0.428018612000001,0.0
mp-10666.cif,Mn3AgN,5,64.173,-0.17710310152298803,0.0
mp-10674.cif,Sm3AlN,5,163.523,1.001796234249997,0.0
mp-10675.cif,Ti3AlN,5,69.782,-1.026473475749999,0.0
mp-1068011.cif,SrAlH3,5,96.416,0.23364325532142802,0.07439999999999901
mp-1068212.cif,Fe2O3,5,54.376,-0.8474817410000001,0.0
mp-1068340.cif,CsGeBr3,5,182.015,-1.446721973931033,0.7856000000000001
mp-1068377.cif,CsEuCl3,5,178.752,-2.4895203925000002,0.6374000000000001
mp-1068389.cif,SnCCl3,5,146.286,0.8221460997500031,0.0
mp-1068577.cif,ZrPbO3,5,74.562,-2.793935413,2.2792
mp-1068661.cif,ZrBRh3,5,69.592,-0.8006291954999991,0.0
mp-1068746.cif,TlHPd3,5,68.818,-0.27469800174999903,0.0
mp-1068786.cif,InCo3N,5,56.054,-0.024554889749998,0.0
mp-1068795.cif,NiNF3,5,60.645,-0.091613411999999,0.0
mp-1069129.cif,MnNCl3,5,91.386,0.0077456491034490005,0.0
mp-1069166.cif,MnNF3,5,63.191,-0.7134405915862071,0.0
mp-1069270.cif,ZnNi3N,5,51.771,-0.22054541299999902,0.0
mp-1069273.cif,Gd3AlN,5,164.751,1.016316430800003,0.0
mp-1069296.cif,Eu3InO,5,128.99,-1.453046447333332,0.0
mp-1069346.cif,PrVO3,5,60.972,-2.990521863333335,0.0
mp-1069526.cif,Ce3InC,5,199.128,1.615078891999996,0.0
mp-1069538.cif,CsPbI3,5,247.099,-1.238177400931034,1.4785
mp-1069774.cif,UBRh3,5,75.899,-0.5855646567527281,0.0
mp-10699.cif,LuRh3C,5,69.707,-0.551577750333336,0.0
mp-10700.cif,MgNi3C,5,54.164,-0.12982654399999902,0.0
mp-1070242.cif,Mn3CuN,5,91.745,1.62547395181034,0.0
mp-1070375.cif,CsSnCl3,5,172.324,-1.554896451500002,0.9786999999999991
mp-1070440.cif,VPbO3,5,60.818,-2.012154289,0.0
mp-1070599.cif,CsYbCl3,5,143.048,-2.106338284499998,5.3324
mp-10706.cif,ZrRu3C,5,67.694,-0.377479948000001,0.0
mp-1070713.cif,InNi3N,5,56.617,-0.142051175749998,0.0
mp-1070737.cif,K3CO,5,143.143,0.202475497649999,0.2972
mp-10708.cif,PrRh3C,5,75.224,-0.352597181333331,0.0
mp-10712.cif,ScRh3C,5,67.655,-0.49434824799999805,0.0
mp-10714.cif,TmRh3C,5,70.242,-0.538234423000005,0.0
mp-10716.cif,YbRh3C,5,69.975,-0.6192783770000001,0.0
mp-10718.cif,Sm3SnC,5,188.784,1.426484678999999,0.0
mp-1072191.cif,SnCI3N,6,213.52,0.266966019999999,0.0
mp-10731.cif,Ba2PrSbO6,10,165.326,-2.988008800166666,3.684
mp-10732.cif,ThTaN3,5,67.143,-1.507574309216659,0.0766
mp-1075901.cif,Sr6Ca2Co5(CuO8)3,40,461.979,-1.871011173999999,0.0
mp-1075902.cif,EuCuO3,5,56.003,-1.9776721720000001,0.0
mp-1075904.cif,EuFeO3,5,57.749,-2.358621026000001,0.0
mp-1075911.cif,RbNbO3,5,68.863,-2.756314476499999,1.3563
mp-1075921.cif,LaNiO3,5,57.378,-2.436526663999999,0.0
mp-1075922.cif,Sr7CaTi8O24,40,488.388,-3.542799939166666,1.771399999999999
mp-1075928.cif,SrCa(CoO3)2,40,449.231,-1.9306044387499992,0.0
mp-1075930.cif,LaSm(CoO3)2,40,434.121,-2.48937807,0.7027000000000001
mp-1075933.cif,SmAgO3,5,67.366,-1.694632306333333,0.0
mp-1075935.cif,BaSr7Fe7CoO24,40,485.259,-2.168732366999999,0.0
mp-1075943.cif,Ba3Sr5Ti8O24,40,503.887,-3.521579584416666,1.7531999999999992
mp-1075948.cif,Sr7CaTi5Mn3O24,40,479.975,-3.142417415761495,0.0
mp-1075953.cif,K5Na3Ta5Nb3O24,40,519.572,-2.971761670426365,1.6022
mp-1075954.cif,La5Sm3Cr7FeO24,40,482.769,-3.013574311000001,2.133199999999999
mp-1075955.cif,Sr5Ca3Fe7CoO24,40,466.562,-2.170946824749999,0.0
mp-1075961.cif,La7SmCo5(CuO8)3,40,452.851,-2.459401428750001,0.0
mp-1075962.cif,Sr5Ca3Ti3Mn5O24,40,467.864,-2.856954031741378,0.0
mp-1075966.cif,Sr2Ca2Fe3CoO12,40,460.97,-2.132621278749999,0.0
mp-1075968.cif,Sr3Ca5Mn4(FeO6)4,40,461.163,-2.315868448043103,0.0
mp-1075969.cif,Sr6Ca2MnFe7O24,40,473.406,-2.241716487198275,0.0
mp-1075973.cif,SmMnO3,5,59.095,-2.791607397586207,0.0
mp-1075974.cif,Ba3Sr5Ti7MnO24,40,501.994,-3.38731642378161,0.81
mp-1075975.cif,EuCoO3,5,53.588,-2.055794952000002,0.0
mp-1075976.cif,Sr5Ca3TiMn7O24,40,460.271,-2.579888220221264,0.0
mp-1075982.cif,BaSr7Co5(CuO8)3,40,474.568,-1.8618051592499998,0.0
mp-1075984.cif,La7SmMn3Fe5O24,40,492.643,-2.773029801844828,0.0
mp-1075987.cif,La7SmTiV7O24,40,498.262,-3.200088255583334,0.0
mp-1075988.cif,BaSr7Ti6Mn2O24,40,490.639,-3.272358260896551,0.0
mp-1075989.cif,Ba3Sr5Co4(CuO6)4,40,492.174,-1.816097285749999,0.0
mp-1075997.cif,Sr4Ca4FeCo7O24,40,456.743,-1.9741049865,0.0
mp-1076000.cif,LaAgO3,5,69.348,-1.886074956333334,0.0
mp-1076020.cif,SrCa3Mn4O12,20,222.875,-2.424718432086207,0.0
mp-1076054.cif,BaSr7Co4(CuO6)4,40,472.658,-1.8270563097499992,0.0
mp-1076058.cif,Sr4Ca4Mn5(FeO8)3,40,461.554,-2.347267183991379,0.0
mp-1076062.cif,Sr7CaFe5(CoO8)3,40,468.334,-2.117596726499999,0.0
mp-1076070.cif,LaCuO3,5,58.036,-2.399634706,0.0
mp-1076074.cif,SrCa3TiMn3O12,40,451.071,-2.708963457106322,0.0
mp-1076076.cif,La7SmCo6(CuO12)2,40,450.608,-2.4821057234999993,0.0
mp-1076079.cif,Sr5Ca3MnFe7O24,40,469.928,-2.236814643948276,0.0
mp-1076080.cif,Sr5Ca3Mn7FeO24,40,461.894,-2.409696843387931,0.0
mp-1076095.cif,K5Na3Ta4Nb4O24,40,520.937,-2.941930257493032,1.607099999999999
mp-1076096.cif,SrCa3(CoO3)4,20,220.152,-1.9268426775000012,0.0
mp-1076107.cif,Sr5Ca3FeCo7O24,40,457.105,-1.989877267499999,0.0
mp-1076128.cif,Ca7Mg(CoO3)8,40,430.018,-1.841784550625,0.0
mp-1076131.cif,La7SmV8O24,40,493.822,-3.145707485250001,0.0
